order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
56574,32451,prior,23,3,11,3
56578,3011,prior,44,2,21,12
56583,44295,prior,9,1,21,6
56589,50652,prior,28,4,6,2
56594,6981,prior,8,4,15,18
56597,48369,prior,24,2,20,5
56598,37747,prior,7,2,12,8
56599,6757,prior,9,5,18,9
56601,40942,prior,7,0,12,30
56604,15208,prior,2,5,21,14
56611,41092,prior,10,6,14,13
56615,47827,prior,10,4,15,17
56619,7791,prior,4,0,15,7
56621,56463,prior,12,5,15,17
56625,6290,prior,28,0,8,7
56627,15428,prior,6,6,11,5
56632,42590,prior,8,5,8,1
56640,13897,prior,5,1,23,30
56645,454,prior,54,3,16,8
56646,13471,prior,2,1,18,13
56648,33710,prior,27,4,10,16
56653,1682,prior,1,0,13,
56656,59037,prior,32,1,11,7
56659,7845,prior,4,1,15,30
56665,45226,prior,50,1,14,1
56668,56202,prior,23,6,8,24
56669,12449,prior,4,5,11,8
56678,5773,prior,5,0,11,11
56684,47952,prior,11,3,14,30
56686,61552,prior,9,6,15,5
56691,27997,prior,8,1,9,21
56697,26277,prior,36,6,18,16
56698,39695,prior,28,4,13,6
56699,19861,prior,5,5,13,27
56700,49133,prior,30,4,10,1
56711,12656,prior,14,4,8,5
56722,41635,prior,3,0,12,5
56728,49080,prior,10,4,10,12
56729,713,prior,10,4,13,5
56732,57903,prior,26,1,9,7
56733,54566,prior,14,5,13,30
56734,13048,prior,12,5,12,11
56741,869,prior,4,6,10,6
56743,38197,prior,20,5,15,6
56744,23075,prior,5,3,13,7
56746,19528,prior,56,1,7,7
56751,34271,train,14,2,19,7
56756,37146,test,13,6,10,4
56759,22212,prior,23,3,11,3
56765,10895,prior,7,4,15,10
56771,23278,train,35,0,9,7
56772,19528,prior,23,4,16,2
56774,30009,prior,5,4,17,9
56776,42115,prior,4,2,16,30
56780,54916,prior,60,5,7,3
56781,47651,prior,7,3,15,17
56788,62733,train,14,4,21,14
56791,23820,prior,31,5,0,24
56797,8186,prior,12,6,11,5
56798,29641,prior,12,1,20,5
56800,7973,prior,2,5,10,6
56803,43703,prior,3,3,13,3
56809,36742,prior,2,2,23,22
56810,5253,prior,33,2,15,1
56812,8627,prior,7,6,5,30
56815,38204,train,27,0,22,9
56823,11607,prior,8,6,11,0
56830,59914,prior,4,4,14,7
56831,18465,prior,5,0,17,30
56834,43223,prior,15,3,8,30
56836,31816,prior,35,1,20,3
56843,44598,prior,19,3,18,7
56846,52624,prior,3,4,16,3
56852,36443,prior,2,4,10,3
56855,7694,prior,10,4,11,14
56856,2849,prior,23,5,19,10
56857,22076,prior,2,0,12,19
56858,5607,prior,8,4,13,4
56861,2378,prior,5,0,13,7
56862,60807,prior,31,1,21,2
56866,8664,prior,33,2,16,1
56872,6340,prior,8,1,8,5
56874,14244,prior,6,5,20,5
56881,30404,prior,24,3,19,18
56883,13432,prior,24,2,18,11
56884,50204,prior,38,1,15,5
56886,32557,prior,13,0,14,17
56896,49102,prior,7,2,8,7
56898,26054,train,11,1,22,6
56906,46274,prior,4,3,16,17
56907,5395,prior,4,3,8,19
56911,35428,prior,35,1,9,8
56912,59786,prior,3,0,18,3
56920,4072,prior,24,4,10,2
56925,18017,prior,19,5,9,22
56926,36924,prior,20,1,10,0
56928,19198,prior,9,5,13,12
56930,38510,prior,10,5,14,24
56936,26075,prior,4,6,23,0
56941,30420,prior,4,3,12,9
56946,40509,test,28,3,6,30
56947,57444,prior,2,3,14,25
56951,37429,prior,49,6,7,4
56955,38924,test,30,4,17,11
56962,3170,prior,2,5,17,30
56965,11478,prior,6,2,12,22
56968,13291,prior,22,6,9,22
56972,48971,prior,12,6,9,14
56978,55512,prior,4,4,8,30
56984,6864,prior,3,0,11,14
56986,45204,prior,3,0,10,30
56987,19671,prior,10,1,10,14
56991,40021,prior,6,6,17,13
56996,39990,prior,12,3,18,5
57001,1530,prior,16,2,15,30
57008,6008,prior,25,0,0,7
57013,7329,prior,9,0,14,10
57014,26139,prior,2,0,15,30
57015,33960,prior,34,4,9,2
57023,26212,prior,23,5,10,10
57025,21311,prior,7,4,12,9
57027,50362,prior,6,0,9,14
57029,51393,prior,4,3,8,17
57030,3803,prior,8,3,19,12
57032,11684,prior,9,3,18,22
57039,19918,prior,1,4,8,
57044,30186,prior,28,6,14,6
57045,42601,prior,2,1,18,7
57048,41626,prior,18,1,12,13
57051,31318,train,8,5,19,11
57052,44816,prior,3,3,11,2
57054,39347,prior,15,0,16,7
57055,987,prior,1,2,10,
57057,17945,prior,1,6,12,
57063,29971,prior,44,5,9,6
57071,62634,prior,4,2,16,23
57074,59959,prior,22,5,14,5
57087,58371,prior,3,2,16,13
57089,28408,prior,6,1,12,0
57091,16572,prior,3,5,11,10
57094,28257,prior,9,4,9,14
57101,24841,prior,2,2,13,1
57109,21027,prior,29,2,7,30
57112,3464,prior,19,4,9,8
57118,2723,prior,9,2,18,25
57123,48519,prior,15,6,12,7
57127,26355,prior,7,2,17,7
57129,38559,prior,50,5,18,8
57142,39615,prior,27,1,15,7
57143,31897,prior,6,0,16,3
57145,49186,prior,7,6,23,5
57153,62961,prior,3,0,20,30
57156,6803,prior,25,0,12,7
57160,10402,prior,8,6,15,20
57162,38320,prior,8,1,20,12
57163,4363,prior,46,2,16,1
57170,8265,train,57,6,1,7
57173,19620,prior,12,2,13,7
57175,28792,prior,7,0,15,15
57177,22040,prior,11,1,19,7
57178,3321,prior,29,0,19,26
57181,56594,prior,8,3,16,5
57186,27087,prior,23,4,18,4
57187,11233,prior,22,0,8,8
57188,12288,prior,11,4,13,6
57189,60685,prior,1,6,15,
57195,46248,prior,16,1,16,30
57197,43812,test,13,0,20,15
57200,3964,prior,39,2,15,5
57202,60650,prior,67,3,11,3
57203,16032,prior,7,2,10,10
57209,37499,prior,65,2,13,6
57217,38221,prior,1,6,15,
57218,50376,prior,2,0,11,30
57222,45821,prior,30,3,13,13
57225,54095,prior,65,2,13,7
57230,47305,prior,14,5,7,11
57231,46864,prior,66,2,11,1
57233,52433,prior,5,6,10,7
57234,19834,prior,63,5,12,0
57235,13362,prior,40,2,16,12
57238,26649,prior,7,1,11,16
57239,50074,prior,66,4,20,1
57241,19089,prior,9,1,8,14
57244,15755,prior,10,5,15,5
57251,4021,prior,39,5,10,6
57266,11305,prior,8,2,16,10
57270,37498,train,55,6,16,7
57274,50140,prior,18,2,16,3
57275,55870,prior,5,6,16,24
57277,15392,prior,20,6,17,0
57283,40445,prior,12,0,13,7
57286,10811,test,42,1,19,7
57289,7045,prior,67,4,23,4
57290,30142,prior,34,6,9,6
57291,6541,prior,5,2,19,8
57305,31077,prior,56,6,15,6
57308,51787,prior,13,6,18,9
57313,7855,prior,12,1,12,1
57315,59560,prior,6,2,9,13
57319,60195,prior,4,4,12,8
57323,46584,prior,1,0,11,
57324,26294,train,5,1,16,3
57325,10029,train,14,3,18,4
57326,11637,prior,1,5,16,
57327,25479,prior,4,0,16,21
57329,56768,prior,13,0,12,10
57331,5424,prior,19,0,8,21
57333,20453,prior,1,3,12,
57340,4258,prior,16,5,19,2
57344,36252,prior,5,1,18,25
57347,42080,prior,30,3,11,9
57351,42076,prior,1,4,20,
57352,3745,prior,36,1,9,2
57354,58130,prior,25,2,15,9
57357,9655,prior,12,2,18,14
57359,39464,prior,6,1,19,10
57360,47139,prior,20,3,14,11
57362,50909,prior,24,3,11,9
57365,61582,prior,8,3,19,7
57366,46080,prior,4,1,10,30
57367,53010,prior,12,5,19,21
57369,25311,prior,5,6,16,30
57370,52517,prior,3,3,18,6
57372,56337,prior,83,5,15,3
57373,36005,prior,11,1,9,15
57374,13596,prior,26,6,14,9
57384,34317,prior,32,0,15,3
57388,15576,prior,10,1,17,28
57398,45992,prior,3,4,11,30
57399,11343,prior,32,4,12,0
57400,62067,prior,25,0,15,14
57408,36556,prior,5,4,18,7
57415,53016,prior,8,1,12,21
57420,46507,prior,7,2,14,1
57429,60358,prior,29,1,12,10
57439,18241,prior,5,4,23,30
57444,46831,prior,5,6,16,30
57447,1084,prior,5,0,15,22
57456,57518,prior,36,6,15,2
57457,59029,prior,11,5,16,10
57458,21938,prior,16,6,18,5
57460,52704,prior,2,6,9,17
57467,21027,prior,31,3,17,15
57468,12628,prior,10,4,13,21
57470,57057,prior,4,5,17,30
57479,45629,prior,40,2,0,13
57481,6988,prior,4,6,16,7
57486,21041,prior,9,2,8,7
57489,36035,prior,24,5,16,3
57492,35445,test,6,1,14,30
57494,40148,prior,12,5,10,9
57497,30351,prior,1,6,15,
57499,15956,test,19,1,11,30
57502,49802,prior,37,1,14,2
57504,27201,prior,40,5,10,8
57507,50556,prior,11,1,13,6
57511,49934,prior,16,1,14,4
57516,11904,prior,28,1,12,6
57519,54518,prior,10,3,14,16
57523,9224,prior,3,1,13,7
57527,319,prior,7,5,10,7
57528,45476,prior,15,0,19,11
57529,55673,prior,31,6,9,7
57532,42203,prior,28,4,13,8
57533,52223,prior,18,2,13,12
57534,39444,prior,1,0,18,
57538,27047,prior,40,3,11,2
57544,61710,prior,26,4,16,5
57551,3905,prior,34,0,5,6
57557,13304,prior,17,2,23,30
57569,42872,prior,3,4,9,30
57571,7385,prior,89,0,18,1
57575,61939,prior,11,6,9,8
57577,8086,prior,93,5,11,1
57581,59874,prior,8,6,18,30
57583,40137,prior,1,6,21,
57587,19499,prior,13,4,16,6
57589,49929,prior,4,2,5,29
57590,51933,prior,1,2,10,
57591,21892,prior,23,4,8,4
57593,61147,prior,9,1,11,6
57595,12634,prior,3,0,21,7
57599,51409,prior,38,1,13,5
57603,56474,prior,15,3,15,6
57605,4762,prior,40,4,8,8
57606,39277,prior,40,5,23,2
57607,16385,prior,3,6,17,20
57611,41642,prior,23,4,14,22
57612,36125,prior,7,0,16,5
57620,23657,prior,7,0,16,5
57623,57799,prior,10,1,15,5
57625,3920,prior,4,3,10,7
57629,16357,prior,75,0,9,3
57631,30532,prior,2,2,9,8
57633,39021,prior,79,2,20,2
57637,4452,prior,7,4,14,23
57649,40522,prior,4,5,17,30
57666,9192,prior,51,2,14,3
57667,58498,prior,17,0,14,1
57673,26258,prior,3,2,10,12
57675,14557,prior,6,1,8,14
57678,1909,prior,33,5,9,8
57679,3637,prior,2,0,18,0
57681,44604,prior,8,1,23,11
57684,51886,prior,4,2,15,12
57685,12001,prior,13,6,9,7
57694,62291,prior,4,1,9,9
57704,28121,prior,5,4,14,4
57705,51123,prior,20,4,10,3
57707,34706,prior,1,1,12,
57712,55445,prior,28,3,11,4
57713,1242,prior,54,6,12,5
57715,59741,prior,5,2,10,30
57718,51873,prior,7,5,14,21
57721,31077,prior,2,0,10,2
57723,34745,prior,15,1,13,10
57725,21630,train,23,0,13,19
57728,27185,prior,4,1,14,18
57733,18318,prior,30,2,8,5
57736,49096,prior,4,1,19,19
57737,19020,prior,10,0,12,3
57738,4182,prior,1,5,15,
57742,60615,prior,4,0,13,27
57743,35546,prior,37,5,7,5
57745,26103,prior,5,1,12,12
57746,932,prior,26,2,21,9
57748,29125,prior,13,4,9,3
57749,17084,prior,51,5,19,4
57752,59362,prior,4,4,17,11
57755,14860,prior,27,6,9,1
57756,48292,prior,13,2,15,4
57757,12046,prior,14,0,13,4
57760,26389,prior,2,5,13,30
57761,8732,prior,1,6,9,
57763,29387,prior,20,0,22,13
57764,1965,prior,16,1,9,15
57766,21770,test,13,5,14,4
57770,12395,prior,5,3,21,0
57772,31178,prior,16,5,9,5
57775,62371,prior,38,4,13,1
57778,34609,prior,3,0,11,7
57783,61437,prior,2,0,12,8
57784,18896,prior,8,3,17,11
57785,41728,prior,6,4,19,4
57789,44034,prior,45,6,11,7
57791,3659,prior,9,6,7,6
57792,31292,train,16,1,19,3
57793,31629,prior,6,0,11,30
57801,44870,prior,79,1,10,6
57804,35010,prior,7,1,10,14
57805,42539,prior,28,1,13,3
57807,48315,prior,3,4,11,17
57809,24562,prior,34,1,16,2
57810,56210,prior,22,3,10,6
57812,49192,prior,18,2,17,8
57819,34839,test,28,6,11,7
57824,33040,prior,33,5,9,3
57833,20835,prior,28,5,8,3
57844,56371,prior,12,6,15,19
57855,21723,prior,12,0,13,2
57856,6427,prior,14,0,0,12
57859,43445,prior,31,0,17,6
57860,38057,prior,24,2,14,24
57862,46341,prior,10,5,15,25
57866,47985,prior,6,1,12,30
57870,23023,prior,13,0,10,6
57872,26478,prior,5,2,12,6
57875,53339,prior,13,0,15,7
57877,33058,prior,6,4,18,19
57881,9136,prior,3,6,14,8
57889,1719,train,15,6,11,30
57892,52555,prior,14,0,16,8
57896,4051,prior,4,6,13,30
57898,9848,prior,12,0,17,4
57900,3880,prior,67,3,12,2
57901,8999,prior,10,5,7,5
57902,51939,prior,5,0,15,18
57903,53545,prior,15,1,17,7
57908,31763,prior,32,1,9,7
57910,14476,prior,26,3,13,20
57911,51292,prior,3,0,12,4
57916,5245,prior,4,2,12,30
57917,55547,prior,4,6,16,21
57919,10630,prior,5,4,15,14
57924,19006,prior,20,2,9,8
57928,31352,prior,13,1,16,12
57930,5978,prior,34,3,11,13
57935,62673,prior,10,6,21,7
57942,40602,prior,20,4,19,8
57944,53541,prior,29,0,23,6
57950,8984,prior,20,1,20,7
57954,60675,prior,13,5,13,30
57956,17912,prior,69,4,8,3
57957,15921,prior,26,1,8,6
57959,55956,prior,2,4,12,16
57965,7427,prior,24,2,17,6
57967,58545,prior,21,1,13,4
57968,52985,prior,6,0,10,16
57971,5748,test,12,1,18,30
57973,35654,prior,18,0,19,6
57978,19117,prior,40,6,10,7
57986,55835,prior,2,3,7,2
57990,52263,prior,5,3,9,4
57991,43702,prior,6,0,10,7
57998,1563,prior,43,3,10,3
58001,53800,prior,2,1,15,12
58006,59875,prior,1,6,14,
58008,3357,prior,7,1,22,25
58014,30379,prior,12,2,14,8
58018,16582,prior,14,5,12,4
58032,60509,prior,24,6,14,2
58033,40699,prior,5,5,16,6
58034,28325,prior,13,5,6,4
58036,40697,prior,5,4,12,4
58037,11418,prior,8,1,14,5
58044,45987,train,38,5,10,2
58045,30712,prior,7,0,19,14
58046,7247,prior,7,2,17,7
58049,31614,prior,5,0,17,7
58054,29040,prior,1,2,10,
58055,7172,prior,8,5,23,7
58056,27884,prior,36,1,10,19
58061,7157,prior,2,4,19,30
58062,44867,prior,38,6,16,4
58064,17663,prior,24,3,10,3
58065,49493,prior,1,1,11,
58066,18087,prior,9,3,20,8
58067,20487,prior,73,2,8,1
58078,16554,prior,27,4,19,6
58079,40044,prior,4,6,9,7
58084,32860,prior,51,2,17,5
58085,24340,prior,30,6,11,4
58086,53479,prior,75,4,17,5
58087,56757,prior,4,0,11,16
58090,38930,prior,18,0,16,3
58094,55513,prior,13,0,13,1
58100,39297,prior,25,1,9,8
58101,17281,train,16,0,17,30
58105,27236,prior,7,6,10,11
58108,51853,prior,30,6,15,8
58115,19973,prior,9,5,10,11
58117,33307,prior,16,3,23,9
58119,41356,prior,5,1,7,5
58121,57306,prior,5,1,17,8
58122,21684,prior,2,0,12,9
58124,49761,prior,9,3,9,17
58125,30869,prior,5,4,17,6
58127,57758,prior,7,1,10,3
58133,57355,prior,22,2,14,12
58135,38641,train,10,0,12,7
58139,34999,prior,16,3,13,7
58145,38987,prior,35,2,19,3
58148,55948,prior,81,0,12,3
58149,39387,prior,7,4,15,13
58150,13948,prior,5,2,9,13
58154,23207,prior,6,2,13,3
58156,61199,prior,7,6,14,7
58157,8448,prior,13,4,22,10
58161,10303,prior,3,4,13,30
58163,33266,prior,6,1,10,5
58169,32811,prior,2,6,17,13
58178,61239,prior,1,3,11,
58180,20353,prior,7,2,0,30
58182,307,prior,33,2,8,7
58185,1647,prior,3,3,14,21
58186,27294,prior,1,5,21,
58187,907,prior,15,4,8,6
58188,420,prior,3,6,13,23
58190,56081,prior,46,6,15,5
58192,13650,prior,36,0,5,4
58196,51800,prior,17,3,20,0
58207,14600,prior,14,6,12,26
58211,56118,prior,11,4,20,11
58212,37160,prior,24,1,15,1
58219,57901,prior,3,0,14,15
58220,27318,train,4,1,9,30
58224,52987,prior,10,2,19,19
58227,3298,prior,2,0,10,8
58231,11929,train,25,0,18,17
58233,11367,prior,35,4,10,12
58240,13852,train,6,2,11,30
58243,41682,prior,3,3,14,17
58244,31546,prior,2,1,19,2
58246,27679,prior,12,6,9,1
58257,5366,test,21,4,10,16
58258,61304,prior,9,3,20,2
58262,10412,prior,5,3,8,1
58263,31186,prior,3,6,21,0
58265,24659,prior,99,4,7,4
58266,20335,prior,48,0,9,10
58268,57404,prior,4,1,13,13
58271,58485,prior,45,0,16,2
58278,42796,prior,2,4,14,28
58279,6889,prior,12,3,7,13
58280,10888,prior,33,3,13,5
58281,448,prior,16,0,10,12
58285,49083,prior,2,0,11,20
58289,42175,prior,9,6,14,13
58296,44898,prior,17,5,9,11
58298,17239,prior,4,2,14,12
58300,51409,prior,13,2,19,14
58301,6012,prior,53,2,16,4
58303,55700,prior,6,0,14,30
58307,33239,prior,31,6,9,7
58308,5862,prior,10,4,9,4
58309,25854,train,14,0,18,7
58310,42821,prior,4,2,12,7
58317,47302,prior,11,3,8,6
58319,47709,prior,10,0,17,8
58320,12555,prior,8,5,12,11
58321,17455,prior,36,5,13,6
58332,14321,prior,34,0,15,12
58335,31107,prior,2,0,11,19
58337,43113,prior,84,0,15,3
58339,17741,prior,3,6,11,25
58345,9913,prior,35,5,16,30
58346,22337,prior,25,3,14,1
58350,4720,prior,1,6,9,
58351,41952,prior,2,0,10,1
58353,8241,prior,18,3,17,16
58360,4144,prior,5,2,0,9
58367,34414,prior,21,0,20,2
58369,22121,prior,45,2,6,8
58372,23340,prior,6,3,19,0
58378,980,prior,11,2,8,8
58383,61684,prior,26,5,19,8
58398,25780,prior,22,3,10,5
58409,48521,prior,4,1,17,30
58411,6568,prior,25,3,10,6
58416,44658,prior,1,6,21,
58421,26982,prior,14,1,8,13
58435,34562,prior,12,2,19,13
58436,54876,prior,31,1,11,4
58437,41150,prior,11,2,7,30
58440,29105,prior,1,3,16,
58443,16619,prior,16,1,16,20
58445,42980,prior,30,0,12,5
58446,57674,prior,43,0,15,4
58449,21951,prior,9,5,14,9
58450,15755,prior,16,0,20,3
58451,59609,prior,42,6,14,4
58452,31549,train,49,0,23,3
58457,50087,prior,34,4,17,3
58463,57145,prior,6,1,8,4
58465,16341,prior,11,0,9,9
58467,9995,prior,8,1,12,5
58468,54989,prior,7,0,18,6
58470,48730,prior,14,5,10,7
58476,7660,prior,3,4,15,13
58478,59458,prior,13,0,20,6
58479,19239,prior,6,4,12,4
58480,48259,prior,38,0,19,4
58481,27382,test,10,3,10,15
58486,15116,prior,42,6,14,2
58489,17332,prior,33,5,6,9
58491,35347,prior,17,6,12,2
58505,62722,prior,4,6,17,8
58523,6197,prior,1,1,14,
58524,48450,prior,24,1,14,6
58529,58399,prior,9,6,18,22
58553,17304,prior,20,6,11,14
58559,58140,prior,16,1,18,8
58560,29403,prior,1,2,18,
58563,6363,prior,6,4,21,11
58570,46821,prior,11,6,22,2
58572,59263,prior,15,5,15,5
58573,27669,prior,3,0,15,12
58581,34014,prior,90,5,12,3
58583,26623,prior,9,2,16,12
58585,9943,prior,3,3,19,20
58591,12487,prior,9,1,12,7
58594,4724,prior,16,2,12,4
58595,29077,prior,48,6,14,2
58598,26268,prior,10,1,17,3
58599,48500,prior,15,4,11,11
58600,13089,prior,13,4,16,6
58601,11216,prior,32,1,13,5
58604,53232,prior,19,6,17,12
58606,3490,prior,18,6,17,1
58607,34803,prior,9,6,19,9
58611,37514,prior,1,2,16,
58616,21617,prior,3,4,18,7
58626,57049,prior,10,2,20,9
58628,1927,prior,8,3,19,6
58634,33951,prior,15,2,13,6
58642,20687,prior,3,5,14,0
58644,43534,train,64,0,15,27
58647,16622,prior,4,0,11,21
58653,18600,prior,5,3,9,8
58656,22924,prior,9,5,10,2
58657,19824,prior,39,1,9,3
58662,1219,prior,12,2,11,7
58667,32804,prior,1,3,23,
58668,54526,prior,4,0,14,30
58672,1484,prior,9,0,13,19
58677,2395,prior,2,5,12,5
58678,33665,prior,17,2,22,5
58680,35986,prior,3,2,11,2
58687,10750,prior,18,4,13,3
58688,33590,prior,2,4,10,22
58694,24125,prior,17,4,14,7
58696,31442,train,14,4,22,30
58697,10527,prior,20,5,19,7
58698,57090,prior,5,4,10,10
58701,32166,prior,15,0,16,25
58704,7394,prior,7,2,13,29
58705,6380,prior,4,1,17,30
58707,20586,prior,5,1,15,21
58708,43491,prior,26,1,10,5
58709,20885,prior,24,5,16,5
58711,14243,prior,19,3,12,1
58713,55810,prior,1,2,9,
58716,10726,prior,7,3,11,2
58719,22916,prior,6,6,14,3
58723,26669,prior,7,1,21,14
58726,31565,prior,10,2,18,30
58730,42080,prior,8,3,17,14
58731,14792,prior,2,1,14,30
58734,47886,prior,6,5,15,9
58735,53876,prior,4,1,10,30
58736,34985,prior,2,0,15,10
58737,45616,prior,30,5,14,17
58741,8706,prior,38,0,10,7
58743,60828,train,84,6,7,2
58746,9398,prior,3,5,9,30
58750,24470,prior,8,1,12,30
58756,20576,prior,6,3,18,3
58760,36865,prior,1,5,22,
58763,61628,prior,2,2,16,8
58764,15105,prior,13,4,16,8
58766,992,prior,11,5,13,21
58781,51063,prior,28,1,9,6
58787,11950,prior,44,5,13,4
58789,42015,prior,15,0,10,6
58791,49446,prior,9,6,11,7
58792,58982,prior,1,2,13,
58799,24940,prior,39,0,12,23
58800,1024,prior,95,6,9,1
58803,10744,prior,38,2,18,29
58804,34924,prior,11,5,15,1
58818,32127,prior,27,5,21,5
58819,7666,prior,3,3,13,2
58821,36113,prior,20,4,19,7
58825,56110,prior,20,4,16,6
58827,26495,prior,10,6,19,5
58837,7244,prior,6,2,10,4
58839,50455,prior,44,1,18,14
58843,49788,prior,48,0,16,2
58846,15794,prior,18,0,16,6
58848,40882,prior,8,1,12,5
58853,32326,prior,6,1,13,7
58857,31146,prior,3,6,9,23
58858,30183,prior,51,3,7,8
58859,13007,prior,34,5,11,30
58863,61321,prior,35,0,14,7
58874,25461,prior,14,2,13,10
58883,41179,prior,31,6,12,6
58885,56391,prior,29,1,8,12
58887,31362,prior,1,1,8,
58900,34571,prior,32,6,16,9
58902,36133,prior,43,5,18,3
58904,34664,prior,7,3,17,23
58905,45864,prior,15,2,10,6
58906,37810,prior,40,6,12,8
58914,24063,prior,17,2,10,4
58917,28262,prior,2,0,17,8
58919,12283,prior,3,5,18,30
58928,30482,prior,4,6,10,5
58930,20744,prior,23,6,10,5
58931,278,prior,34,1,11,4
58932,53744,prior,47,3,14,3
58936,49768,prior,7,4,12,9
58939,35771,prior,3,4,10,2
58951,9182,prior,20,5,17,13
58952,37152,prior,35,0,12,5
58953,20131,prior,1,4,7,
58956,7421,prior,2,4,12,16
58959,5602,prior,34,6,19,8
58961,59525,prior,4,5,14,4
58962,35097,prior,34,0,16,8
58967,42913,prior,7,2,1,29
58975,7833,prior,19,0,17,13
58981,54399,prior,4,1,10,11
58982,43945,train,8,6,0,30
58984,55305,prior,4,4,10,30
58986,29535,prior,50,2,12,8
58991,6398,prior,64,4,18,11
58992,45236,prior,39,6,16,3
58993,2413,prior,5,0,15,14
59001,21778,prior,2,6,4,30
59002,5058,prior,32,1,15,4
59008,53695,prior,2,1,14,30
59009,8667,prior,4,1,17,22
59017,36628,prior,6,1,21,28
59018,16955,train,29,0,14,5
59019,28829,prior,2,1,13,30
59027,18170,train,16,2,7,15
59042,60519,prior,67,5,8,3
59048,38268,prior,15,0,12,4
59051,51324,prior,1,0,14,
59053,10071,prior,17,4,14,3
59061,37586,prior,2,0,13,30
59062,62690,prior,2,3,9,8
59063,28313,prior,14,5,10,1
59065,38781,prior,1,1,19,
59067,30574,prior,17,6,16,5
59074,17831,prior,18,1,17,16
59078,39477,prior,5,2,18,11
59079,4299,prior,22,2,10,6
59088,11098,prior,31,5,15,30
59089,55330,prior,3,2,20,23
59090,2991,prior,26,5,11,5
59091,14184,prior,8,3,21,4
59092,50280,prior,40,3,16,2
59097,18055,prior,2,2,9,5
59101,50174,prior,28,5,18,0
59102,23292,prior,20,4,16,7
59105,56103,prior,26,6,22,16
59106,3224,prior,12,5,8,8
59107,39262,prior,12,6,8,18
59108,41217,prior,1,4,10,
59112,25884,prior,7,1,7,17
59116,19197,prior,10,4,12,4
59117,5665,prior,57,5,12,3
59121,16487,prior,26,4,13,9
59122,8500,prior,8,4,9,4
59124,4394,prior,8,3,15,29
59125,43730,prior,4,2,10,8
59126,3603,prior,3,1,9,8
59128,40352,prior,10,6,12,5
59129,59274,prior,13,2,14,9
59130,19785,prior,13,6,13,5
59133,3338,prior,31,0,13,13
59134,24551,prior,2,2,11,13
59137,17388,prior,9,2,18,11
59138,593,prior,10,6,14,6
59139,55360,prior,13,0,14,8
59142,8805,prior,5,6,12,8
59144,23440,prior,19,3,14,12
59146,4731,prior,23,5,16,12
59152,44424,prior,8,1,13,30
59159,7130,prior,7,2,12,3
59161,38262,train,4,5,14,28
59165,48252,prior,14,0,11,10
59168,31116,prior,1,2,11,
59171,55336,prior,83,1,14,5
59174,59205,prior,22,1,8,14
59175,16157,prior,6,4,15,5
59176,58970,prior,2,6,11,7
59177,59175,prior,3,6,13,8
59180,8841,prior,6,6,3,6
59183,60336,prior,56,4,14,9
59185,32667,prior,52,0,16,2
59188,51141,prior,76,1,11,3
59192,8422,prior,41,0,8,1
59194,13400,prior,10,2,16,2
59196,37358,prior,27,2,9,1
59199,23439,prior,4,6,12,30
59203,9798,prior,9,0,9,15
59204,20545,prior,10,0,6,3
59205,54102,prior,8,0,13,7
59209,10521,prior,22,5,18,7
59211,47257,prior,43,1,15,7
59213,30228,prior,60,3,16,1
59219,37802,prior,3,1,14,7
59222,61723,prior,19,6,18,3
59224,39227,prior,12,1,14,22
59226,129,prior,9,0,18,3
59227,20691,prior,27,6,18,6
59230,55674,prior,7,0,13,26
59231,16005,prior,1,4,14,
59232,49459,prior,6,0,0,6
59237,21513,prior,15,2,18,5
59239,9086,prior,9,4,14,15
59241,21267,prior,10,4,19,6
59242,15528,prior,25,1,10,7
59250,59728,prior,2,0,17,15
59259,52136,prior,27,2,15,4
59260,39993,prior,92,1,10,7
59266,44287,prior,2,3,18,26
59268,46806,prior,6,2,7,29
59269,48177,prior,4,6,13,9
59270,9691,prior,3,3,11,14
59273,46942,prior,7,0,12,7
59282,35900,prior,3,2,22,30
59284,56784,prior,18,0,13,5
59292,2204,prior,5,0,18,30
59293,34578,prior,14,6,0,5
59294,22433,prior,3,0,23,14
59296,38053,prior,1,5,13,
59298,54012,prior,26,0,11,6
59300,5299,prior,16,4,10,10
59301,28875,prior,20,2,21,3
59302,14208,prior,12,3,11,6
59303,31484,prior,8,2,19,1
59307,55174,prior,37,4,14,9
59311,19274,prior,33,0,11,8
59312,60536,prior,24,0,9,14
59314,12162,prior,8,4,10,9
59318,15738,prior,5,4,15,21
59319,17420,prior,42,4,13,2
59322,51119,prior,18,4,20,6
59323,22489,prior,5,0,7,14
59324,49611,prior,4,2,5,21
59325,42584,prior,11,3,14,4
59326,34807,prior,10,5,8,10
59331,37207,prior,1,0,17,
59333,28531,prior,8,2,18,30
59334,32473,prior,6,6,14,7
59335,346,prior,6,3,18,30
59340,47371,prior,9,1,11,7
59343,59490,prior,33,2,15,6
59347,53940,train,4,2,10,17
59349,10470,prior,4,6,20,11
59351,39911,prior,34,6,17,5
59352,52514,prior,10,6,14,6
59353,36224,prior,19,1,9,14
59354,23078,prior,19,3,14,1
59355,10939,prior,9,0,11,7
59358,21299,prior,8,6,12,6
59361,47317,prior,3,5,15,12
59367,61422,prior,3,5,18,6
59370,7945,prior,15,0,10,8
59372,17440,prior,7,5,7,5
59374,58299,prior,6,0,8,10
